Employee Number,Attrition,AgeBand,Age,Department,Education,Education Field,Gender,JobRole,MaritalStatus,BusinessTravel,OverTime,TrainingTimesLastYear,DailyRate,DistanceFromHome,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
178,No,35 - 44,36,R&D,Associates Degree,Medical,Male,Manufacturing Director,Divorced,Travel_Rarely,No,0,216,6,2,84,3,2,2,4941,2819,6,20,4,4,2,7,3,3,2,0,1
179,Yes,45 - 54,51,R&D,Master's Degree,Life Sciences,Male,Manufacturing Director,Single,Travel_Frequently,No,2,1150,8,1,53,1,3,4,10650,25150,2,15,3,4,0,18,3,4,2,0,3
182,No,35 - 44,39,Sales,Master's Degree,Life Sciences,Female,Sales Executive,Married,Travel_Rarely,No,1,1329,4,4,47,2,2,3,5902,14590,4,14,3,3,1,17,4,15,11,5,9
183,No,25 - 34,25,Sales,Bachelor's Degree,Life Sciences,Male,Sales Executive,Married,Travel_Rarely,No,3,959,28,1,41,2,2,3,8639,24835,2,18,3,4,0,6,3,2,2,2,2
184,No,25 - 34,30,HR,Bachelor's Degree,Human Resources,Male,Human Resources,Married,Travel_Rarely,Yes,2,1240,9,3,48,3,2,4,6347,13982,0,19,3,4,0,12,1,11,9,4,7
190,Yes,25 - 34,32,R&D,Bachelor's Degree,Medical,Female,Laboratory Technician,Single,Travel_Rarely,No,2,1033,9,1,41,3,1,1,4200,10224,7,22,4,1,0,10,4,5,4,0,4
192,No,45 - 54,45,R&D,Bachelor's Degree,Medical,Male,Research Scientist,Single,Travel_Rarely,No,2,1316,29,3,83,3,1,4,3452,9752,5,13,3,2,0,9,2,6,5,0,3
193,No,35 - 44,38,R&D,Doctoral Degree,Technical Degree,Female,Research Scientist,Single,Travel_Rarely,Yes,2,364,3,4,32,3,2,3,4317,2302,3,20,4,2,0,19,3,3,2,2,2
194,No,25 - 34,30,R&D,Bachelor's Degree,Life Sciences,Female,Research Scientist,Single,Travel_Rarely,No,4,438,18,1,75,3,1,3,2632,23910,1,14,3,3,0,5,2,5,4,0,4
195,No,25 - 34,32,Sales,Associates Degree,Medical,Male,Sales Executive,Divorced,Travel_Frequently,No,2,689,9,4,35,1,2,4,4668,22812,0,17,3,4,3,9,4,8,7,0,7
197,No,25 - 34,30,R&D,Bachelor's Degree,Technical Degree,Female,Research Scientist,Divorced,Travel_Rarely,No,3,201,5,4,84,3,1,1,3204,10415,5,14,3,4,1,8,3,3,2,2,2
198,No,25 - 34,30,R&D,High School,Medical,Male,Laboratory Technician,Single,Travel_Rarely,No,3,1427,2,2,35,2,1,4,2720,11162,0,13,3,4,0,6,3,5,3,1,2
199,No,35 - 44,41,R&D,Bachelor's Degree,Life Sciences,Male,Manager,Divorced,Travel_Frequently,No,2,857,10,4,91,2,4,1,17181,12888,4,13,3,2,1,21,2,7,6,7,7
200,No,35 - 44,41,R&D,Master's Degree,Life Sciences,Male,Laboratory Technician,Married,Travel_Rarely,No,2,933,9,3,94,3,1,1,2238,6961,2,21,4,4,1,7,3,5,0,1,4
201,No,Under 25,19,R&D,High School,Medical,Female,Laboratory Technician,Single,Travel_Rarely,No,3,1181,3,2,79,3,1,2,1483,16102,1,14,3,4,0,1,3,1,0,0,0
202,No,35 - 44,40,R&D,Bachelor's Degree,Medical,Female,Research Scientist,Divorced,Travel_Frequently,No,2,1395,26,2,54,3,2,2,5605,8504,1,11,3,1,1,20,3,20,7,2,13
204,No,35 - 44,35,Sales,Doctoral Degree,Marketing,Male,Sales Executive,Married,Travel_Rarely,No,3,662,1,3,94,3,3,2,7295,11439,1,13,3,1,2,10,3,10,8,0,6
205,No,45 - 54,53,Sales,Associates Degree,Marketing,Male,Sales Representative,Married,Travel_Rarely,Yes,3,1436,6,2,34,3,2,3,2306,16047,2,20,4,4,1,13,1,7,7,4,5
206,No,45 - 54,45,R&D,Bachelor's Degree,Life Sciences,Male,Laboratory Technician,Divorced,Travel_Rarely,No,2,194,9,2,60,3,2,2,2348,10901,8,18,3,3,1,20,1,17,9,0,15
207,No,25 - 34,32,Sales,Bachelor's Degree,Marketing,Female,Sales Executive,Single,Travel_Frequently,No,2,967,8,2,43,3,3,4,8998,15589,1,14,3,4,0,9,3,9,8,3,7
208,No,25 - 34,29,R&D,High School,Technical Degree,Male,Manufacturing Director,Married,Non-Travel,No,1,1496,1,4,41,3,2,3,4319,26283,1,13,3,1,1,10,3,10,7,0,9
211,No,45 - 54,51,R&D,Master's Degree,Medical,Male,Manufacturing Director,Married,Travel_Rarely,No,2,1169,7,2,34,2,2,3,6132,13983,2,17,3,3,0,10,3,1,0,0,0
214,No,Over 55,58,R&D,Bachelor's Degree,Medical,Female,Research Scientist,Married,Travel_Rarely,Yes,3,1145,9,2,75,2,1,2,3346,11873,4,20,4,2,1,9,2,1,0,0,0
215,No,35 - 44,40,Sales,Master's Degree,Marketing,Male,Sales Executive,Married,Travel_Rarely,No,2,630,4,3,67,2,3,4,10855,8552,7,11,3,1,1,15,2,12,11,2,11
216,No,25 - 34,34,Sales,Master's Degree,Marketing,Female,Sales Representative,Married,Travel_Frequently,No,3,303,2,3,75,3,1,3,2231,11314,6,18,3,4,1,6,3,4,3,1,2
217,No,Under 25,22,R&D,High School,Medical,Male,Research Scientist,Married,Travel_Rarely,No,6,1256,19,3,80,3,1,4,2323,11992,1,24,4,1,2,2,3,2,2,2,2
218,No,25 - 34,27,R&D,Bachelor's Degree,Medical,Male,Research Scientist,Divorced,Non-Travel,No,1,691,9,4,57,3,1,2,2024,5970,6,18,3,4,1,6,1,2,2,2,2
221,No,25 - 34,28,R&D,Bachelor's Degree,Medical,Male,Research Scientist,Married,Travel_Rarely,No,2,440,21,3,42,3,1,4,2713,6672,1,11,3,3,1,5,1,5,2,0,2
223,No,Over 55,57,R&D,Associates Degree,Life Sciences,Male,Healthcare Representative,Divorced,Travel_Rarely,Yes,2,334,24,3,83,4,3,4,9439,23402,3,16,3,2,1,12,1,5,3,1,4
224,No,25 - 34,27,R&D,Bachelor's Degree,Medical,Male,Research Scientist,Divorced,Non-Travel,Yes,2,1450,3,3,79,2,1,3,2566,25326,1,15,3,4,1,1,2,1,1,0,1
226,No,45 - 54,50,R&D,Bachelor's Degree,Life Sciences,Female,Manager,Single,Travel_Rarely,No,5,1452,11,3,53,3,5,2,19926,17053,3,15,3,2,0,21,3,5,4,4,4
227,No,35 - 44,41,R&D,Bachelor's Degree,Life Sciences,Male,Research Scientist,Divorced,Travel_Rarely,No,2,465,14,1,56,3,1,3,2451,4609,4,12,3,1,1,13,3,9,8,1,8
228,No,25 - 34,30,Sales,Bachelor's Degree,Life Sciences,Female,Sales Executive,Married,Travel_Rarely,No,2,1339,5,2,41,3,3,4,9419,8053,2,12,3,3,1,12,3,10,9,7,4
230,No,35 - 44,38,Sales,Master's Degree,Life Sciences,Female,Sales Executive,Single,Travel_Rarely,No,2,702,1,1,59,2,2,4,8686,12930,4,22,4,3,0,12,4,8,3,0,7
231,No,25 - 34,32,R&D,Doctoral Degree,Life Sciences,Male,Research Scientist,Single,Travel_Rarely,No,2,120,6,3,43,3,1,3,3038,12430,3,20,4,1,0,8,3,5,4,1,4
233,No,25 - 34,27,R&D,Bachelor's Degree,Technical Degree,Male,Research Scientist,Married,Travel_Rarely,Yes,3,1157,17,3,51,3,1,2,3058,13364,0,16,3,4,1,6,2,5,2,1,1
235,Yes,Under 25,19,Sales,High School,Technical Degree,Female,Sales Representative,Single,Travel_Frequently,No,5,602,1,3,100,1,1,1,2325,20989,0,21,4,1,0,1,4,0,0,0,0
238,No,35 - 44,36,R&D,Associates Degree,Medical,Male,Laboratory Technician,Single,Travel_Frequently,No,3,1480,3,4,30,3,1,2,2088,15062,4,12,3,3,0,13,2,8,7,7,2
239,No,25 - 34,30,R&D,Bachelor's Degree,Medical,Male,Laboratory Technician,Divorced,Non-Travel,No,4,111,9,3,66,3,2,1,3072,11012,1,11,3,3,2,12,3,12,9,6,10
240,No,45 - 54,45,Sales,Associates Degree,Life Sciences,Female,Sales Executive,Divorced,Travel_Rarely,Yes,3,1268,4,3,30,3,2,1,5006,6319,4,11,3,1,1,9,4,5,4,0,3
241,No,Over 55,56,R&D,Bachelor's Degree,Life Sciences,Female,Research Scientist,Divorced,Travel_Rarely,Yes,3,713,8,3,67,3,1,1,4257,13939,4,18,3,3,1,19,3,2,2,2,2
242,No,25 - 34,33,R&D,Bachelor's Degree,Life Sciences,Male,Research Scientist,Single,Travel_Rarely,No,2,134,2,3,90,3,1,4,2500,10515,0,14,3,1,0,4,4,3,1,0,2
243,Yes,Under 25,19,R&D,Bachelor's Degree,Life Sciences,Male,Laboratory Technician,Single,Travel_Rarely,No,3,303,2,2,47,2,1,4,1102,9241,1,22,4,3,0,1,2,1,0,1,0
244,No,45 - 54,46,Sales,Associates Degree,Marketing,Female,Sales Executive,Divorced,Travel_Rarely,No,2,526,1,2,92,3,3,1,10453,2137,1,25,4,3,3,24,3,24,13,15,7
245,No,35 - 44,38,R&D,Associates Degree,Life Sciences,Female,Laboratory Technician,Single,Travel_Rarely,No,3,1380,9,3,75,3,1,4,2288,6319,1,12,3,3,0,2,3,2,2,2,1
246,No,25 - 34,31,R&D,High School,Medical,Female,Research Scientist,Married,Travel_Rarely,Yes,0,140,12,3,95,3,1,4,3929,6984,8,23,4,3,1,7,3,4,2,0,2
247,No,25 - 34,34,R&D,Associates Degree,Medical,Female,Research Scientist,Single,Travel_Rarely,No,3,629,27,4,95,3,1,2,2311,5711,2,15,3,4,0,9,3,3,2,1,2
248,Yes,35 - 44,41,Sales,Associates Degree,Marketing,Female,Sales Representative,Single,Travel_Rarely,Yes,5,1356,20,2,70,3,1,2,3140,21728,1,22,4,4,0,4,2,4,3,0,2
249,No,45 - 54,50,R&D,Bachelor's Degree,Medical,Male,Laboratory Technician,Married,Travel_Rarely,No,2,328,1,3,86,2,1,3,3690,3425,2,15,3,4,1,5,2,3,2,0,2
250,No,45 - 54,53,R&D,Associates Degree,Medical,Female,Manufacturing Director,Divorced,Travel_Rarely,No,3,1084,13,4,57,4,2,1,4450,26250,1,11,3,3,2,5,3,4,2,1,3
252,No,25 - 34,33,R&D,Bachelor's Degree,Medical,Female,Research Scientist,Married,Travel_Rarely,No,5,931,14,4,72,3,1,2,2756,4673,1,13,3,4,1,8,3,8,7,1,6
253,No,35 - 44,40,R&D,High School,Medical,Female,Manager,Married,Travel_Rarely,No,2,989,4,4,46,3,5,3,19033,6499,1,14,3,2,1,21,3,20,8,9,9
254,No,Over 55,55,R&D,Master's Degree,Medical,Male,Research Director,Single,Travel_Rarely,No,3,692,14,3,61,4,5,2,18722,13339,8,11,3,4,0,36,3,24,15,2,15
256,No,25 - 34,34,R&D,High School,Life Sciences,Male,Manufacturing Director,Married,Travel_Frequently,No,2,1069,2,4,45,2,2,3,9547,14074,1,17,3,3,0,10,2,10,9,1,9
258,No,45 - 54,51,R&D,Bachelor's Degree,Medical,Female,Healthcare Representative,Single,Travel_Rarely,No,6,313,3,4,98,3,4,2,13734,7192,3,18,3,3,0,21,3,7,7,1,0
259,No,45 - 54,52,R&D,Master's Degree,Life Sciences,Male,Manager,Married,Travel_Rarely,No,5,699,1,3,65,2,5,3,19999,5678,0,14,3,1,1,34,3,33,18,11,9
260,No,25 - 34,27,R&D,Bachelor's Degree,Medical,Female,Research Scientist,Single,Travel_Rarely,No,2,894,9,4,99,3,1,2,2279,11781,1,16,3,4,0,7,2,7,7,0,3
261,Yes,35 - 44,35,R&D,Associates Degree,Life Sciences,Male,Manufacturing Director,Married,Travel_Rarely,Yes,1,556,23,2,50,2,2,3,5916,15497,3,13,3,1,0,8,3,1,0,0,1
262,No,35 - 44,43,R&D,Bachelor's Degree,Medical,Male,Research Scientist,Divorced,Non-Travel,No,3,1344,7,4,37,4,1,4,2089,5228,4,14,3,4,3,7,4,5,4,2,2
264,No,45 - 54,45,R&D,Associates Degree,Medical,Male,Manager,Married,Non-Travel,No,1,1195,2,1,65,2,4,4,16792,20462,9,23,4,4,1,22,3,20,8,11,8
267,No,35 - 44,37,R&D,Bachelor's Degree,Life Sciences,Male,Research Scientist,Married,Travel_Rarely,Yes,3,290,21,2,65,4,1,1,3564,22977,1,12,3,1,1,8,2,8,7,1,7
269,No,35 - 44,35,R&D,Bachelor's Degree,Medical,Female,Laboratory Technician,Single,Travel_Frequently,No,5,138,2,2,37,3,2,2,4425,15986,5,11,3,4,0,10,3,6,2,1,2
270,No,35 - 44,42,R&D,Associates Degree,Medical,Female,Manufacturing Director,Divorced,Non-Travel,No,5,926,21,3,36,3,2,3,5265,16439,2,16,3,2,1,11,3,5,3,0,2
271,No,35 - 44,38,R&D,Master's Degree,Life Sciences,Male,Manufacturing Director,Married,Travel_Rarely,No,3,1261,2,4,88,3,2,3,6553,7259,9,14,3,2,0,14,3,1,0,0,0
273,No,35 - 44,38,R&D,Bachelor's Degree,Technical Degree,Male,Manufacturing Director,Married,Travel_Rarely,No,3,1084,29,4,54,3,2,4,6261,4185,3,18,3,1,1,9,1,7,7,1,7
274,No,25 - 34,27,R&D,High School,Technical Degree,Male,Manufacturing Director,Married,Travel_Frequently,No,1,472,1,3,60,2,2,1,4298,9679,5,19,3,3,1,6,3,2,2,2,0
275,No,45 - 54,49,R&D,Master's Degree,Life Sciences,Male,Manufacturing Director,Divorced,Non-Travel,Yes,0,1002,18,4,92,3,2,4,6804,23793,1,15,3,1,2,7,3,7,7,1,7
277,No,25 - 34,34,R&D,Master's Degree,Medical,Male,Research Scientist,Divorced,Travel_Frequently,Yes,4,878,10,4,43,3,1,3,3815,5972,1,17,3,4,1,5,4,5,3,2,0
281,No,35 - 44,40,R&D,Associates Degree,Medical,Male,Laboratory Technician,Married,Travel_Rarely,Yes,2,905,19,3,99,3,2,4,2741,16523,8,15,3,3,1,15,4,7,2,3,7
282,Yes,35 - 44,38,R&D,High School,Medical,Male,Healthcare Representative,Married,Travel_Rarely,Yes,2,1180,29,2,70,3,2,1,6673,11354,7,19,3,2,0,17,3,1,0,0,0
283,Yes,25 - 34,29,Sales,Bachelor's Degree,Marketing,Female,Sales Executive,Married,Travel_Rarely,No,3,121,27,2,35,3,3,4,7639,24525,1,22,4,4,3,10,2,10,4,1,9
284,No,Under 25,22,R&D,Bachelor's Degree,Life Sciences,Male,Research Scientist,Divorced,Travel_Rarely,Yes,2,1136,5,4,60,4,1,2,2328,12392,1,16,3,1,1,4,2,4,2,2,2
286,No,35 - 44,36,R&D,High School,Medical,Female,Laboratory Technician,Single,Travel_Frequently,No,2,635,18,2,73,3,1,4,2153,7703,1,13,3,1,0,8,3,8,1,1,7
287,No,35 - 44,40,R&D,Doctoral Degree,Life Sciences,Male,Healthcare Representative,Married,Non-Travel,No,5,1151,9,4,63,2,2,4,4876,14242,9,14,3,4,1,5,1,3,2,0,2
288,No,45 - 54,46,R&D,Master's Degree,Medical,Male,Healthcare Representative,Divorced,Travel_Rarely,No,3,644,1,4,97,3,3,1,9396,12368,7,16,3,3,1,17,3,4,2,0,3
291,Yes,25 - 34,32,Sales,Master's Degree,Medical,Male,Sales Executive,Married,Travel_Rarely,No,2,1045,4,4,32,1,3,4,10400,25812,1,11,3,3,0,14,2,14,8,9,8
292,No,25 - 34,30,R&D,High School,Life Sciences,Male,Manufacturing Director,Single,Non-Travel,No,2,829,1,3,88,2,3,3,8474,20925,1,22,4,3,0,12,3,11,8,5,8
293,No,25 - 34,27,Sales,Bachelor's Degree,Life Sciences,Female,Sales Executive,Single,Travel_Frequently,No,2,1242,20,4,90,3,2,3,9981,12916,1,14,3,4,0,7,3,7,7,0,7
296,No,45 - 54,51,R&D,Master's Degree,Life Sciences,Male,Research Director,Married,Travel_Rarely,No,5,1469,8,2,81,2,3,2,12490,15736,5,16,3,4,2,16,1,10,9,4,7
297,Yes,25 - 34,30,R&D,Bachelor's Degree,Technical Degree,Female,Research Scientist,Single,Travel_Rarely,Yes,5,1005,3,4,88,3,1,1,2657,8556,5,11,3,3,0,8,3,5,2,0,4
298,No,35 - 44,41,Sales,Bachelor's Degree,Life Sciences,Female,Manager,Single,Travel_Rarely,Yes,3,896,6,4,75,3,3,4,13591,14674,3,18,3,3,0,16,3,1,0,0,0
299,Yes,25 - 34,30,Sales,Master's Degree,Marketing,Female,Sales Executive,Single,Travel_Frequently,No,5,334,26,3,52,2,2,1,6696,22967,5,15,3,3,0,9,2,6,3,0,1
300,Yes,25 - 34,29,R&D,Bachelor's Degree,Technical Degree,Male,Research Scientist,Single,Travel_Rarely,No,1,992,1,3,85,3,1,3,2058,19757,0,14,3,4,0,7,2,6,2,1,5
302,No,45 - 54,45,Sales,Bachelor's Degree,Medical,Female,Sales Executive,Single,Non-Travel,No,2,1052,6,4,57,2,3,4,8865,16840,6,12,3,4,0,23,3,19,7,12,8
303,No,45 - 54,54,Sales,Bachelor's Degree,Marketing,Female,Sales Executive,Married,Travel_Rarely,No,4,1147,3,4,52,3,2,1,5940,17011,2,14,3,4,1,16,3,6,2,0,5
304,No,35 - 44,36,R&D,Associates Degree,Life Sciences,Male,Laboratory Technician,Single,Travel_Rarely,No,3,1396,5,4,62,3,2,2,5914,9945,8,16,3,4,0,16,4,13,11,3,7
305,No,25 - 34,33,R&D,Master's Degree,Medical,Female,Research Scientist,Married,Travel_Rarely,No,3,147,4,3,47,2,1,2,2622,13248,6,21,4,4,0,7,3,3,2,1,1
306,No,35 - 44,37,R&D,Bachelor's Degree,Other,Male,Research Director,Divorced,Travel_Frequently,Yes,1,663,11,2,47,3,3,4,12185,10056,1,14,3,3,3,10,3,10,8,0,7
307,No,35 - 44,38,Sales,Bachelor's Degree,Life Sciences,Male,Sales Executive,Divorced,Travel_Rarely,No,6,119,3,1,76,3,3,3,10609,9647,0,12,3,3,2,17,2,16,10,5,13
308,No,25 - 34,31,R&D,Master's Degree,Medical,Male,Manufacturing Director,Married,Non-Travel,No,2,979,1,3,90,1,2,3,4345,4381,0,12,3,4,1,6,3,5,4,1,4
309,No,Over 55,59,R&D,Bachelor's Degree,Life Sciences,Male,Research Scientist,Married,Travel_Rarely,No,6,142,3,3,70,2,1,4,2177,8456,3,17,3,1,1,7,3,1,0,0,0
311,No,35 - 44,37,Sales,Master's Degree,Marketing,Male,Sales Representative,Divorced,Travel_Frequently,No,2,319,4,1,41,3,1,4,2793,2539,4,17,3,3,1,13,3,9,8,5,8
312,No,25 - 34,29,Sales,High School,Medical,Female,Sales Executive,Married,Travel_Frequently,No,5,1413,1,2,42,3,3,4,7918,6599,1,14,3,4,1,11,3,11,10,4,1
314,No,35 - 44,35,Sales,Bachelor's Degree,Marketing,Female,Sales Executive,Single,Travel_Frequently,No,3,944,1,3,92,3,3,3,8789,9096,1,14,3,1,0,10,4,10,7,0,8
315,Yes,25 - 34,29,R&D,High School,Medical,Male,Research Scientist,Single,Travel_Rarely,Yes,3,896,18,3,86,2,1,4,2389,14961,1,13,3,3,0,4,2,4,3,0,1
316,No,45 - 54,52,R&D,Bachelor's Degree,Life Sciences,Female,Laboratory Technician,Single,Travel_Rarely,No,3,1323,2,3,89,2,1,4,3212,3300,7,15,3,2,0,6,2,2,2,2,2
319,No,35 - 44,42,R&D,Associates Degree,Technical Degree,Male,Manager,Married,Travel_Rarely,No,3,532,4,3,58,3,5,4,19232,4933,1,11,3,4,0,22,3,22,17,11,15
321,No,Over 55,59,HR,Associates Degree,Medical,Male,Human Resources,Married,Travel_Rarely,No,2,818,6,2,52,3,1,3,2267,25657,8,17,3,4,0,7,2,2,2,2,2
323,No,45 - 54,50,Sales,Master's Degree,Medical,Female,Manager,Divorced,Travel_Rarely,No,3,854,1,4,68,3,5,4,19517,24118,3,11,3,3,1,32,2,7,0,0,6
325,Yes,25 - 34,33,R&D,Bachelor's Degree,Medical,Male,Laboratory Technician,Married,Travel_Rarely,Yes,2,813,14,3,58,3,1,4,2436,22149,5,13,3,3,1,8,1,5,4,0,4
327,No,35 - 44,43,Sales,Bachelor's Degree,Marketing,Female,Manager,Married,Travel_Rarely,Yes,3,1034,16,4,80,3,4,4,16064,7744,5,22,4,3,1,22,3,17,13,1,9
328,Yes,25 - 34,33,R&D,Associates Degree,Life Sciences,Female,Laboratory Technician,Married,Travel_Rarely,No,3,465,2,1,39,3,1,1,2707,21509,7,20,4,1,0,13,4,9,7,1,7
329,No,45 - 54,52,Sales,Master's Degree,Life Sciences,Male,Manager,Single,Non-Travel,Yes,2,771,2,1,79,2,5,3,19068,21030,1,18,3,4,0,33,4,33,7,15,12
330,No,25 - 34,32,Sales,Associates Degree,Life Sciences,Female,Sales Representative,Married,Travel_Rarely,No,5,1401,4,3,56,3,1,2,3931,20990,2,11,3,1,1,6,3,4,3,1,2
331,Yes,25 - 34,32,R&D,Bachelor's Degree,Life Sciences,Male,Laboratory Technician,Single,Travel_Rarely,Yes,2,515,1,4,62,2,1,3,3730,9571,0,14,3,4,0,4,1,3,2,1,2
332,No,35 - 44,39,R&D,Master's Degree,Medical,Female,Laboratory Technician,Divorced,Travel_Rarely,No,1,1431,1,3,96,3,1,3,2232,15417,7,14,3,3,3,7,3,3,2,1,2
333,No,25 - 34,32,Sales,Master's Degree,Marketing,Male,Sales Executive,Married,Non-Travel,No,2,976,26,3,100,3,2,4,4465,12069,0,18,3,1,0,4,3,3,2,2,2
334,No,35 - 44,41,R&D,Associates Degree,Life Sciences,Male,Research Scientist,Divorced,Travel_Rarely,No,2,1411,19,3,36,3,2,1,3072,19877,2,16,3,1,2,17,2,1,0,0,0
335,No,35 - 44,40,R&D,Associates Degree,Technical Degree,Male,Research Scientist,Divorced,Travel_Rarely,No,3,1300,24,1,62,3,2,4,3319,24447,1,17,3,1,2,9,3,9,8,4,7
336,No,45 - 54,45,R&D,Bachelor's Degree,Other,Male,Manager,Married,Travel_Rarely,No,2,252,1,3,70,4,5,4,19202,15970,0,11,3,3,1,25,3,24,0,1,7
337,No,25 - 34,31,R&D,Master's Degree,Medical,Male,Research Director,Divorced,Travel_Frequently,No,3,1327,3,2,73,3,3,3,13675,13523,9,12,3,1,1,9,3,2,2,2,2
338,No,25 - 34,33,R&D,Master's Degree,Life Sciences,Female,Research Scientist,Married,Travel_Rarely,No,2,832,5,3,63,2,1,4,2911,14776,1,13,3,3,1,2,2,2,2,0,2
339,No,25 - 34,34,R&D,Master's Degree,Life Sciences,Male,Manufacturing Director,Married,Travel_Rarely,No,3,470,2,4,84,2,2,1,5957,23687,6,13,3,2,1,13,3,11,9,5,9
340,No,35 - 44,37,R&D,Associates Degree,Medical,Female,Research Scientist,Married,Travel_Rarely,No,2,1017,1,3,83,2,1,1,3920,18697,2,14,3,1,1,17,2,3,1,0,2
341,No,45 - 54,45,R&D,Master's Degree,Life Sciences,Male,Manufacturing Director,Married,Travel_Frequently,No,1,1199,7,1,77,4,2,3,6434,5118,4,17,3,4,1,9,3,3,2,0,2
342,Yes,35 - 44,37,R&D,Bachelor's Degree,Medical,Male,Manufacturing Director,Divorced,Travel_Frequently,No,5,504,10,1,61,3,3,3,10048,22573,6,11,3,2,2,17,3,1,0,0,0
343,No,35 - 44,39,R&D,Master's Degree,Technical Degree,Female,Healthcare Representative,Single,Travel_Frequently,No,1,505,2,3,64,3,3,3,10938,6420,0,25,4,4,0,20,3,19,6,11,8
346,No,25 - 34,29,R&D,Bachelor's Degree,Life Sciences,Male,Research Scientist,Single,Travel_Rarely,No,1,665,15,3,60,3,1,4,2340,22673,1,19,3,1,0,6,3,6,5,1,5
347,No,35 - 44,42,R&D,Associates Degree,Life Sciences,Female,Research Scientist,Single,Travel_Rarely,Yes,1,916,17,4,82,4,2,1,6545,23016,3,13,3,3,0,10,3,3,2,0,2
349,No,25 - 34,29,Sales,Associates Degree,Marketing,Male,Sales Executive,Divorced,Travel_Rarely,No,2,1247,20,4,45,3,2,4,6931,10732,2,14,3,4,1,10,3,3,2,0,2
350,No,25 - 34,25,R&D,Bachelor's Degree,Life Sciences,Female,Manufacturing Director,Married,Travel_Rarely,No,3,685,1,1,62,3,2,3,4898,7505,0,12,3,4,2,5,3,4,2,1,2
351,No,35 - 44,42,R&D,Bachelor's Degree,Medical,Female,Laboratory Technician,Divorced,Travel_Rarely,Yes,4,269,2,4,56,2,1,1,2593,8007,0,11,3,3,1,10,3,9,6,7,8
352,No,35 - 44,40,R&D,Associates Degree,Medical,Male,Research Director,Divorced,Travel_Rarely,No,5,1416,2,1,49,3,5,3,19436,5949,0,19,3,4,1,22,3,21,7,3,9
353,No,45 - 54,51,R&D,Bachelor's Degree,Life Sciences,Male,Research Scientist,Married,Travel_Rarely,No,0,833,1,3,96,3,1,4,2723,23231,1,11,3,2,0,1,2,1,0,0,0
355,Yes,25 - 34,31,R&D,Associates Degree,Medical,Male,Laboratory Technician,Single,Travel_Frequently,No,2,307,29,3,71,2,1,2,3479,11652,0,11,3,2,0,6,4,5,4,1,4
359,No,25 - 34,32,R&D,Bachelor's Degree,Life Sciences,Male,Laboratory Technician,Married,Travel_Frequently,No,3,1311,7,2,100,4,1,2,2794,26062,1,20,4,3,0,5,1,5,1,0,3
361,No,35 - 44,38,Sales,Associates Degree,Life Sciences,Male,Sales Executive,Married,Non-Travel,No,0,1327,2,4,39,2,2,4,5249,19682,3,18,3,4,1,13,3,8,7,7,5
362,No,25 - 34,32,R&D,High School,Technical Degree,Male,Laboratory Technician,Single,Travel_Rarely,No,5,128,2,4,84,2,2,1,2176,19737,4,13,3,4,0,9,3,6,2,0,4
363,No,45 - 54,46,Sales,Bachelor's Degree,Technical Degree,Female,Manager,Married,Travel_Rarely,Yes,2,488,2,3,75,1,4,2,16872,14977,3,12,3,2,1,28,2,7,7,7,7
364,Yes,25 - 34,28,R&D,Master's Degree,Life Sciences,Male,Laboratory Technician,Single,Travel_Rarely,No,5,529,2,1,79,3,1,3,3485,14935,2,11,3,3,0,5,1,0,0,0,0
366,No,25 - 34,29,Sales,Bachelor's Degree,Medical,Male,Sales Executive,Married,Travel_Rarely,No,2,1210,2,1,78,2,2,2,6644,3687,2,19,3,2,2,10,3,0,0,0,0
367,No,25 - 34,31,R&D,Bachelor's Degree,Medical,Male,Healthcare Representative,Married,Travel_Rarely,No,2,1463,23,2,64,2,2,4,5582,14408,0,21,4,2,1,10,3,9,0,7,8
369,No,25 - 34,25,R&D,Associates Degree,Life Sciences,Male,Healthcare Representative,Divorced,Non-Travel,No,2,675,5,2,85,4,2,1,4000,18384,1,12,3,4,2,6,3,6,3,1,5
372,No,45 - 54,45,R&D,Associates Degree,Medical,Male,Healthcare Representative,Married,Travel_Rarely,Yes,2,1385,20,3,79,3,4,4,13496,7501,0,14,3,2,0,21,3,20,7,4,10
373,No,35 - 44,36,R&D,Bachelor's Degree,Life Sciences,Male,Laboratory Technician,Married,Travel_Rarely,No,4,1403,6,4,47,3,1,4,3210,20251,0,11,3,3,1,16,3,15,13,10,11
374,No,Over 55,55,R&D,Bachelor's Degree,Medical,Male,Manager,Single,Travel_Rarely,Yes,2,452,1,4,81,3,5,1,19045,18938,0,14,3,3,0,37,3,36,10,4,13
376,Yes,45 - 54,47,R&D,Master's Degree,Life Sciences,Male,Manager,Married,Non-Travel,Yes,2,666,29,1,88,3,3,2,11849,10268,1,12,3,4,1,10,2,10,7,9,9
377,No,25 - 34,28,R&D,Bachelor's Degree,Medical,Male,Research Scientist,Married,Travel_Rarely,No,3,1158,9,4,94,3,1,4,2070,2613,1,23,4,4,1,5,2,5,2,0,4
